         4189763 function calls (3931303 primitive calls) in 425.413 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    17899    0.083    0.000    0.194    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pexpect/spawnbase.py:205(compile_pattern_list)
       44    0.000    0.000    0.193    0.004 /opt/conda/envs/pytorch/lib/python3.10/threading.py:589(wait)
    52/16    0.000    0.000    0.193    0.012 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:98(_inner_fn)
       28    0.000    0.000    0.193    0.007 /opt/conda/envs/pytorch/lib/python3.10/threading.py:288(wait)
      181    0.193    0.001    0.193    0.001 {method 'acquire' of '_thread.lock' objects}
        9    0.000    0.000    0.192    0.021 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/sessions.py:673(send)
      661    0.009    0.000    0.191    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/parallel_state.py:329(gather)
       33    0.000    0.000    0.191    0.006 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/multiproc_worker_utils.py:54(get)
      661    0.020    0.000    0.191    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/sampling_metadata.py:387(from_sampling_metadata)
        9    0.000    0.000    0.190    0.021 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_http.py:63(send)
        9    0.000    0.000    0.190    0.021 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/adapters.py:613(send)
        1    0.000    0.000    0.188    0.188 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/triton_splitk.py:1(<module>)
        7    0.000    0.000    0.188    0.027 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/__init__.py:35(func_wrapper)
        1    0.000    0.000    0.187    0.187 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/__init__.py:44(_is_triton_available)
        4    0.000    0.000    0.187    0.047 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/multiproc_gpu_executor.py:203(<listcomp>)
      210    0.001    0.000    0.187    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/__init__.py:115(is_available)
       63    0.186    0.003    0.186    0.003 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:2215(all_reduce)
    19885    0.186    0.000    0.186    0.000 {method 'strip' of 'str' objects}
        9    0.000    0.000    0.186    0.021 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/connectionpool.py:594(urlopen)
     3390    0.034    0.000    0.186    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/rotary_embedding.py:197(forward_cuda)
        9    0.000    0.000    0.183    0.020 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/connectionpool.py:379(_make_request)
      436    0.001    0.000    0.183    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/utils/_device.py:75(__torch_function__)
      210    0.183    0.001    0.183    0.001 {built-in method torch._C._cuda_getDeviceCount}
       30    0.001    0.000    0.183    0.006 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/llama.py:95(__init__)
        1    0.000    0.000    0.175    0.175 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/worker.py:1(<module>)
        7    0.000    0.000    0.173    0.025 /opt/conda/envs/pytorch/lib/python3.10/pty.py:84(fork)
      661    0.009    0.000    0.172    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/sampling_metadata.py:151(prepare)
        7    0.172    0.025    0.172    0.025 {built-in method posix.forkpty}
        9    0.000    0.000    0.172    0.019 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/connection.py:438(getresponse)
        9    0.000    0.000    0.170    0.019 /opt/conda/envs/pytorch/lib/python3.10/http/client.py:1331(getresponse)
        9    0.000    0.000    0.170    0.019 /opt/conda/envs/pytorch/lib/python3.10/http/client.py:311(begin)
        1    0.000    0.000    0.169    0.169 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/__init__.py:1(<module>)
     3390    0.036    0.000    0.169    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/activation.py:31(forward_cuda)
      661    0.023    0.000    0.168    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/sampling_metadata.py:527(from_lists)
     2196    0.042    0.000    0.168    0.000 /opt/conda/envs/pytorch/lib/python3.10/posixpath.py:401(_joinrealpath)
    17121    0.167    0.000    0.167    0.000 {built-in method torch.empty_like}
      215    0.000    0.000    0.166    0.001 {method 'readline' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.166    0.018 /opt/conda/envs/pytorch/lib/python3.10/http/client.py:278(_read_status)
        9    0.000    0.000    0.166    0.018 /opt/conda/envs/pytorch/lib/python3.10/socket.py:691(readinto)
        9    0.000    0.000    0.165    0.018 /opt/conda/envs/pytorch/lib/python3.10/ssl.py:1296(recv_into)
        9    0.000    0.000    0.165    0.018 /opt/conda/envs/pytorch/lib/python3.10/ssl.py:1154(read)
        9    0.165    0.018    0.165    0.018 {method 'read' of '_ssl._SSLSocket' objects}
       35    0.000    0.000    0.165    0.005 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/graphs.py:184(__exit__)
       35    0.164    0.005    0.164    0.005 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/graphs.py:74(capture_end)
        1    0.000    0.000    0.160    0.160 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/checkpoint.py:1(<module>)
       30    0.000    0.000    0.153    0.005 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/rotary_embedding.py:775(get_rope)
        1    0.000    0.000    0.153    0.153 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/rotary_embedding.py:71(__init__)
        1    0.000    0.000    0.148    0.148 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/models/llama/tokenization_llama_fast.py:127(__init__)
        1    0.000    0.000    0.148    0.148 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:97(__init__)
        1    0.000    0.000    0.148    0.148 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/__init__.py:1(<module>)
        1    0.147    0.147    0.147    0.147 {built-in method from_file}
      653    0.002    0.000    0.141    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:1666(__call__)
        1    0.000    0.000    0.140    0.140 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/rotary_embedding.py:104(_compute_cos_sin_cache)
        6    0.000    0.000    0.140    0.023 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_deprecation.py:75(inner_f)
      653    0.007    0.000    0.139    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:1626(forward)
        6    0.000    0.000    0.139    0.023 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/file_download.py:1001(hf_hub_download)
        6    0.000    0.000    0.139    0.023 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/file_download.py:1260(_hf_hub_download_to_cache_dir)
        7    0.000    0.000    0.137    0.020 /home/ubuntu/plasma-converter/src/games/ast_parser.py:335(process_modifier)
        6    0.000    0.000    0.137    0.023 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/file_download.py:1698(_get_metadata_or_catch_error)
        6    0.000    0.000    0.136    0.023 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/file_download.py:1623(get_hf_file_metadata)
     12/6    0.000    0.000    0.135    0.022 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/file_download.py:356(_request_wrapper)
      661    0.114    0.000    0.135    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:3339(gather)
     6780    0.016    0.000    0.130    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/_custom_ops.py:159(fused_add_rms_norm)
        1    0.000    0.000    0.129    0.129 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/rotary_embedding.py:94(_compute_inv_freq)
        7    0.000    0.000    0.123    0.018 /opt/conda/envs/pytorch/lib/python3.10/json/__init__.py:274(load)
     6893    0.010    0.000    0.122    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/custom_all_reduce.py:226(should_custom_ar)
        9    0.000    0.000    0.120    0.013 /opt/conda/envs/pytorch/lib/python3.10/site-packages/triton/runtime/jit.py:837(jit)
        9    0.000    0.000    0.120    0.013 /opt/conda/envs/pytorch/lib/python3.10/site-packages/triton/runtime/jit.py:865(decorator)
        9    0.001    0.000    0.120    0.013 /opt/conda/envs/pytorch/lib/python3.10/site-packages/triton/runtime/jit.py:695(__init__)
       11    0.000    0.000    0.119    0.011 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/utils/hub.py:269(cached_file)
44466/44093    0.026    0.000    0.113    0.000 {built-in method builtins.hasattr}
       18    0.000    0.000    0.112    0.006 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:1112(getsourcelines)
507517/497931    0.086    0.000    0.112    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.111    0.111 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/arg_utils.py:766(create_engine_config)
       18    0.018    0.001    0.109    0.006 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:1101(getblock)
      660    0.014    0.000    0.108    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/scheduler.py:1101(schedule)
      6/4    0.000    0.000    0.108    0.027 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_tensor.py:35(wrapped)
        3    0.000    0.000    0.108    0.036 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/overrides.py:1583(handle_torch_function)
      503    0.003    0.000    0.108    0.000 {built-in method builtins.sorted}
6295/6173    0.106    0.000    0.106    0.000 {built-in method torch.empty}
     6780    0.105    0.000    0.105    0.000 {built-in method torch._ops._C.fused_add_rms_norm}
     6893    0.019    0.000    0.105    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/_custom_ops.py:617(should_custom_ar)
        3    0.000    0.000    0.105    0.035 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:999(entry_points)
        3    0.000    0.000    0.103    0.034 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:456(load)
    85124    0.103    0.000    0.103    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/nn/modules/module.py:1716(__getattr__)
      945    0.001    0.000    0.102    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:1018(<genexpr>)
      661    0.012    0.000    0.097    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/sampling_metadata.py:172(<dictcomp>)
     3360    0.008    0.000    0.095    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/ops/paged_attn.py:64(write_to_paged_cache)
        1    0.000    0.000    0.094    0.094 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/embedding_model_runner.py:1(<module>)
    24244    0.094    0.000    0.094    0.000 {method 'view' of 'torch._C.TensorBase' objects}
     3360    0.066    0.000    0.091    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/ops/paged_attn.py:48(split_kv_cache)
        1    0.000    0.000    0.091    0.091 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:1(<module>)
      240    0.002    0.000    0.087    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/backends/xformers.py:654(_run_memory_efficient_xformers_forward)
      667    0.002    0.000    0.087    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/parallel_state.py:378(broadcast_object)
      660    0.001    0.000    0.087    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/scheduler.py:1069(_schedule)
     9561    0.046    0.000    0.086    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/nn/modules/module.py:1731(__setattr__)
      660    0.015    0.000    0.086    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/scheduler.py:885(_schedule_default)
      667    0.001    0.000    0.086    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/shm_broadcast.py:438(broadcast_object)
 59976/91    0.065    0.000    0.085    0.001 /home/ubuntu/plasma-converter/src/games/ast_parser.py:72(extract_positions)
      667    0.005    0.000    0.085    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/shm_broadcast.py:404(enqueue)
        1    0.000    0.000    0.084    0.084 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_tensor.py:989(__rpow__)
        1    0.084    0.084    0.084    0.084 {built-in method torch.pow}
     3390    0.009    0.000    0.082    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/_custom_ops.py:131(rotary_embedding)
    16300    0.049    0.000    0.082    0.000 /opt/conda/envs/pytorch/lib/python3.10/tokenize.py:431(_tokenize)
      653    0.081    0.000    0.081    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/graphs.py:85(replay)
    17946    0.012    0.000    0.081    0.000 /opt/conda/envs/pytorch/lib/python3.10/re.py:249(compile)
      240    0.002    0.000    0.081    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/__init__.py:290(memory_efficient_attention_forward)
      240    0.002    0.000    0.079    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/__init__.py:408(_memory_efficient_attention_forward)
     3360    0.009    0.000    0.077    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/_custom_ops.py:550(reshape_and_cache)
        1    0.000    0.000    0.077    0.077 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_optimize.py:1(<module>)
     6893    0.076    0.000    0.076    0.000 {built-in method torch._ops._C_custom_ar.should_custom_ar}
      667    0.014    0.000    0.075    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/llm_engine.py:1249(_process_model_outputs)
        1    0.000    0.000    0.074    0.074 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/layers.py:1(<module>)
        1    0.000    0.000    0.074    0.074 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/linalg/__init__.py:1(<module>)
     3390    0.027    0.000    0.073    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_tensor.py:902(split)
    19024    0.039    0.000    0.072    0.000 /opt/conda/envs/pytorch/lib/python3.10/re.py:288(_compile)
        2    0.000    0.000    0.072    0.036 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/plugins/__init__.py:8(load_general_plugins)
     3390    0.009    0.000    0.071    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/_custom_ops.py:44(silu_and_mul)
      389    0.004    0.000    0.071    0.000 <frozen importlib._bootstrap_external>:950(get_code)
        1    0.000    0.000    0.071    0.071 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/__init__.py:1(<module>)
        1    0.000    0.000    0.070    0.070 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/ops/paged_attn.py:1(<module>)
    18373    0.046    0.000    0.070    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pexpect/expect.py:340(search)
        1    0.000    0.000    0.070    0.070 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/loader.py:1(<module>)
        1    0.000    0.000    0.069    0.069 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/punica.py:1(<module>)
        1    0.000    0.000    0.069    0.069 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/ops/prefix_prefill.py:1(<module>)
        3    0.000    0.000    0.068    0.023 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/sessions.py:593(get)
